order_id,customer_id,order_date,product,quantity,price
8234,2655,2023-09-20,Keyboard,3,305.76
4736,2966,2024-01-06,Phone,10,392.15
2084,2542,2024-01-15,Keyboard,10,294.05
6216,2934,2024-08-24,Keyboard,6,295.42
9312,2807,2024-01-17,Monitor,4,469.91
3811,2709,2023-12-02,Headphones,1,146.84
9386,2183,2023-11-16,Headphones,4,549.39
4645,2866,2024-01-10,Phone,4,261.44
9961,2699,2024-03-24,Keyboard,5,926.56
1203,2534,2024-01-17,Laptop,9,356.19
9732,2422,2024-05-02,Keyboard,8,810.28
1212,2793,2024-03-06,Mouse,3,230.29
3009,2968,2024-05-28,Headphones,7,449.86
1969,2082,2024-01-29,Laptop,2,290.90
5025,2647,2024-02-17,Phone,2,208.85
7679,2424,2024-01-25,Keyboard,4,502.83
1364,2000,2024-02-22,Mouse,9,715.67
7765,2500,2024-08-23,Keyboard,5,285.90
7588,2844,2024-08-09,Headphones,7,265.38
6995,2348,2024-04-03,Keyboard,10,997.68
2394,2577,2024-05-18,Mouse,4,152.00
1680,2046,2023-11-01,Phone,4,389.10
3624,2234,2024-09-15,Laptop,3,575.10
3765,2117,2024-08-23,Keyboard,7,27.48
7684,2471,2023-11-17,Phone,8,459.39
2131,2425,2024-08-29,Keyboard,5,228.23
4891,2024,2024-05-10,Monitor,10,277.43
2298,2890,2024-03-12,Keyboard,3,372.35
1343,2178,2024-02-10,Phone,4,623.65
8690,2042,2024-08-15,Laptop,2,439.61
8607,2826,2023-10-09,Monitor,2,528.28
1435,2319,2024-07-11,Mouse,1,410.29
2593,2176,2023-10-01,Keyboard,4,413.64
6618,2117,2024-07-03,Mouse,9,793.01
8994,2213,2024-09-01,Mouse,8,252.56
1281,2295,2023-12-11,Phone,1,90.04
4313,2859,2023-11-06,Keyboard,1,907.04
9691,2842,2024-03-23,Headphones,2,121.38
5947,2301,2023-12-21,Headphones,10,838.93
1818,2819,2024-05-16,Keyboard,5,9.65
5929,2285,2024-01-25,Headphones,1,372.89
9662,2603,2024-04-01,Keyboard,10,366.91
5398,2334,2023-09-21,Laptop,2,361.17
2477,2609,2024-05-16,Mouse,8,733.32
9361,2115,2023-11-30,Headphones,7,292.87
4803,2002,2023-09-20,Mouse,7,846.36
2582,2038,2024-06-26,Monitor,10,953.63
7530,2705,2023-10-14,Keyboard,1,541.09
1249,2281,2024-05-18,Laptop,5,247.41
8710,2117,2023-11-11,Mouse,3,726.85
7973,2059,2024-03-25,Mouse,5,188.11
8882,2740,2024-07-03,Keyboard,2,707.17
1396,2816,2024-04-12,Keyboard,5,90.21
2544,2043,2024-05-27,Keyboard,4,251.37
3069,2631,2024-06-01,Keyboard,8,831.18
6646,2675,2024-04-28,Laptop,5,725.58
7666,2144,2024-07-30,Monitor,10,968.86
4488,2496,2023-10-15,Keyboard,7,867.05
7042,2056,2024-09-15,Laptop,10,655.79
1302,2950,2024-08-06,Mouse,1,365.89
3520,2860,2024-03-18,Headphones,7,731.27
6678,2675,2024-02-10,Monitor,9,975.48
6967,2655,2024-04-04,Mouse,7,170.30
1880,2248,2024-06-30,Keyboard,4,533.79
5288,2630,2023-10-10,Headphones,1,860.02
3936,2907,2024-03-28,Headphones,6,948.04
7699,2205,2023-09-21,Phone,1,611.42
4837,2755,2024-05-17,Headphones,7,736.73
1693,2809,2024-07-19,Keyboard,1,387.81
9471,2364,2024-02-12,Laptop,7,297.88
1723,2539,2023-11-20,Phone,6,339.06
5104,2025,2024-07-30,Mouse,3,22.97
7621,2338,2024-06-02,Phone,7,888.22
6706,2214,2023-12-07,Phone,5,786.58
6241,2306,2024-06-08,Laptop,5,898.07
2594,2072,2024-05-21,Headphones,3,976.11
4860,2377,2024-07-15,Keyboard,8,434.98
8466,2307,2024-02-28,Keyboard,5,497.05
2746,2711,2024-02-08,Monitor,4,853.88
1719,2489,2024-02-03,Monitor,5,81.92
7985,2675,2024-02-17,Phone,9,49.50
3497,2185,2023-11-18,Laptop,6,763.26
4524,2931,2024-09-06,Headphones,9,493.78
4767,2756,2024-05-31,Monitor,4,72.21
4532,2304,2024-02-11,Phone,5,49.92
9831,2561,2023-10-28,Mouse,9,5.35
3504,2176,2024-03-05,Keyboard,4,311.35
1343,2455,2024-05-08,Laptop,10,434.68
6814,2188,2024-07-03,Laptop,9,394.72
8496,2892,2023-09-30,Mouse,9,340.21
2613,2247,2023-09-26,Mouse,8,889.88
1602,2607,2024-09-13,Laptop,6,433.78
8752,2421,2023-10-25,Headphones,2,386.36
9395,2981,2024-07-14,Keyboard,3,544.27
7084,2632,2024-08-11,Monitor,1,943.97
3026,2032,2024-08-29,Headphones,6,44.30
7228,2698,2023-09-22,Laptop,3,806.99
8510,2718,2024-01-29,Phone,10,357.94
9223,2920,2024-09-18,Mouse,4,963.33
9259,2775,2024-05-31,Monitor,10,504.46
4578,2783,2024-08-18,Monitor,9,5.52
7736,2961,2023-11-25,Monitor,2,11.20
6873,2817,2024-08-13,Phone,9,798.70
6997,2391,2024-02-18,Laptop,9,149.67
5277,2956,2024-08-20,Phone,8,620.89
2299,2621,2023-11-29,Headphones,8,284.26
6682,2458,2023-09-24,Laptop,7,795.64
7065,2971,2024-08-31,Keyboard,1,418.35
8205,2213,2023-11-27,Headphones,6,944.93
7383,2952,2024-06-09,Phone,10,369.87
4717,2408,2024-08-16,Keyboard,7,297.85
1685,2078,2024-08-28,Keyboard,8,207.13
6312,2135,2024-05-26,Mouse,9,311.51
7001,2671,2024-09-01,Phone,8,167.09
7758,2032,2024-06-10,Headphones,4,273.47
4306,2052,2024-08-15,Monitor,2,398.24
4750,2785,2023-10-14,Monitor,3,916.07
7381,2444,2023-12-28,Headphones,3,841.05
8372,2994,2024-08-16,Mouse,6,908.42
5247,2150,2023-11-13,Keyboard,8,215.76
9990,2997,2024-03-16,Laptop,3,211.29
7345,2829,2024-05-18,Mouse,3,461.47
2017,2337,2023-12-02,Keyboard,4,26.78
3782,2944,2024-03-20,Laptop,10,412.72
3984,2085,2024-05-07,Keyboard,2,165.71
6919,2686,2024-01-26,Phone,1,244.04
2044,2798,2023-11-19,Keyboard,8,482.50
2479,2998,2024-06-16,Phone,8,338.94
2563,2392,2024-08-02,Mouse,6,563.78
5834,2772,2023-10-19,Phone,4,774.56
4646,2621,2024-08-24,Phone,5,140.85
7078,2719,2024-09-18,Mouse,9,693.04
8392,2194,2024-06-30,Keyboard,4,748.11
2313,2205,2023-12-08,Keyboard,3,817.57
8058,2517,2024-01-27,Laptop,8,378.61
2656,2519,2024-01-14,Laptop,8,938.18
1879,2674,2024-08-03,Keyboard,6,142.80
5835,2327,2024-08-16,Headphones,8,135.05
6173,2140,2024-04-15,Headphones,2,734.87
6547,2282,2024-03-27,Monitor,6,645.30
3442,2360,2024-04-01,Headphones,8,322.16
4042,2553,2024-06-05,Mouse,6,968.78
3570,2764,2023-10-16,Laptop,7,858.16
3085,2278,2024-04-23,Headphones,9,931.40
9032,2350,2024-01-05,Monitor,5,51.24
5663,2790,2024-07-06,Headphones,4,613.93
9974,2043,2023-11-12,Monitor,6,637.24
2839,2632,2024-03-25,Monitor,5,638.92
3961,2802,2024-08-30,Mouse,2,383.35
3717,2967,2023-12-10,Laptop,8,632.57
2878,2695,2024-05-29,Monitor,5,226.13
8011,2562,2024-01-01,Phone,10,130.30
6878,2464,2024-01-08,Keyboard,4,539.68
3728,2012,2024-01-02,Laptop,9,811.73
7374,2336,2024-01-31,Mouse,4,471.32
5427,2260,2024-02-20,Laptop,1,405.24
8798,2660,2024-09-10,Laptop,1,527.70
8856,2998,2024-01-04,Monitor,6,945.71
5554,2064,2023-12-18,Keyboard,1,821.90
7178,2575,2024-05-29,Headphones,7,714.05
8864,2422,2023-09-28,Monitor,6,290.30
9059,2165,2024-02-13,Monitor,5,937.09
8890,2504,2023-10-24,Headphones,6,473.16
5454,2493,2024-07-20,Mouse,4,602.35
5758,2986,2023-09-23,Mouse,8,424.83
3287,2159,2024-02-05,Headphones,6,203.49
2844,2417,2024-08-03,Phone,7,229.55
1108,2104,2024-03-17,Keyboard,7,996.91
2179,2008,2023-11-03,Headphones,8,177.94
8189,2797,2024-08-17,Mouse,1,33.76
3188,2588,2024-08-30,Phone,5,810.31
1142,2109,2024-04-11,Headphones,1,3.28
8670,2529,2024-01-07,Monitor,9,160.58
3181,2107,2024-01-30,Keyboard,7,181.69
4257,2639,2024-06-10,Laptop,2,618.04
4471,2512,2023-10-06,Phone,1,55.66
1296,2148,2024-09-03,Mouse,3,31.51
5129,2799,2024-07-09,Headphones,3,274.30
6781,2983,2024-02-14,Mouse,8,495.33
5131,2601,2024-07-01,Laptop,5,401.62
3700,2815,2024-03-11,Phone,1,764.73
3884,2272,2024-04-09,Headphones,8,621.54
6457,2665,2024-01-04,Headphones,5,0.06
6462,2125,2024-04-06,Keyboard,7,850.30
8002,2033,2024-05-28,Headphones,9,362.81
5039,2455,2023-12-07,Monitor,7,470.03
3093,2052,2023-09-30,Headphones,6,535.43
9027,2298,2024-07-18,Laptop,7,220.40
8097,2253,2024-02-21,Headphones,2,392.61
5322,2871,2023-12-16,Headphones,4,47.39
5490,2112,2024-01-20,Phone,8,442.06
4175,2708,2023-10-15,Phone,5,947.21
8374,2262,2023-09-22,Monitor,8,12.83
1754,2357,2024-04-01,Mouse,5,787.12
3185,2049,2023-11-22,Monitor,9,333.51
4853,2715,2023-11-24,Phone,10,808.06
7684,2399,2024-06-14,Mouse,6,40.24
6560,2887,2024-09-06,Monitor,2,763.50
6930,2750,2024-04-14,Laptop,9,684.81
5322,2640,2024-07-22,Mouse,8,293.26
3927,2736,2024-06-30,Laptop,8,162.90
1416,2725,2023-11-24,Mouse,2,658.16
2842,2149,2024-07-08,Laptop,3,104.84
8904,2516,2024-01-08,Laptop,5,223.12
8977,2868,2024-06-20,Keyboard,8,452.77
7690,2762,2024-07-20,Headphones,2,904.69
3954,2931,2024-01-21,Keyboard,1,89.89
5290,2301,2024-02-28,Keyboard,5,922.14
7803,2464,2023-10-28,Monitor,9,34.55
9949,2494,2023-10-07,Laptop,4,235.26
3371,2340,2024-01-04,Phone,7,222.02
7756,2814,2024-07-15,Headphones,10,200.51
8661,2996,2024-07-30,Mouse,9,852.91
6399,2748,2023-12-09,Keyboard,4,309.44
5983,2786,2024-09-04,Phone,5,498.67
1395,2184,2024-03-05,Phone,8,241.28
8423,2772,2023-12-28,Headphones,6,599.69
1845,2244,2024-04-21,Mouse,10,977.95
4265,2294,2024-07-15,Monitor,9,184.00
4676,2477,2024-02-19,Headphones,5,491.26
9340,2584,2024-08-28,Keyboard,1,637.16
9390,2688,2024-01-07,Mouse,10,186.87
3356,2218,2024-02-14,Headphones,9,589.80
7065,2464,2023-10-11,Headphones,3,759.46
3896,2795,2024-04-15,Keyboard,4,66.52
9243,2578,2023-12-22,Headphones,1,904.65
1651,2100,2024-01-11,Keyboard,4,259.50
5799,2605,2023-10-29,Phone,1,524.44
9257,2811,2024-08-22,Phone,9,427.01
7009,2402,2024-07-27,Keyboard,5,619.60
2092,2889,2024-02-29,Monitor,4,609.76
7455,2780,2023-11-16,Phone,4,83.11
1967,2081,2024-02-01,Keyboard,8,754.96
6504,2069,2023-12-13,Laptop,9,698.85
3385,2101,2024-05-06,Phone,6,769.11
6496,2272,2024-04-04,Mouse,10,62.90
2794,2443,2023-12-27,Keyboard,6,602.12
3277,2595,2024-01-17,Mouse,7,666.47
6593,2512,2024-04-17,Headphones,7,693.24
7546,2878,2023-10-28,Keyboard,6,543.83
8168,2644,2024-04-27,Headphones,8,952.50
1257,2541,2024-04-22,Keyboard,6,905.98
9746,2549,2023-12-09,Headphones,2,352.19
9876,2833,2023-11-27,Laptop,10,195.40
9126,2058,2024-01-06,Headphones,3,939.30
2801,2365,2024-07-08,Laptop,8,588.62
9722,2224,2024-01-24,Headphones,6,182.95
2026,2384,2024-08-07,Monitor,10,979.81
2373,2239,2023-12-08,Laptop,1,559.34
9359,2438,2024-04-22,Mouse,6,763.23
5286,2654,2024-08-04,Mouse,8,321.23
4023,2584,2023-11-25,Headphones,10,672.49
8611,2567,2024-05-22,Laptop,2,173.81
4079,2550,2024-01-14,Monitor,8,557.21
5876,2270,2024-03-26,Monitor,2,38.73
5169,2060,2023-11-10,Keyboard,1,836.13
3032,2885,2024-01-19,Mouse,6,118.04
9897,2318,2024-02-04,Monitor,10,847.37
5248,2177,2024-08-25,Monitor,6,784.64
6089,2811,2024-06-30,Laptop,9,42.24
7841,2820,2023-10-27,Phone,7,404.19
7811,2287,2024-08-13,Headphones,10,304.45
7805,2449,2023-09-20,Monitor,3,365.93
3514,2865,2024-01-31,Headphones,10,508.51
6471,2610,2023-11-04,Keyboard,7,650.04
3198,2987,2024-07-07,Phone,6,794.56
4207,2704,2024-09-11,Monitor,8,756.09
3793,2524,2024-08-24,Keyboard,6,379.46
7699,2475,2023-10-17,Headphones,5,831.72
8128,2715,2023-12-25,Monitor,9,188.51
1695,2377,2024-06-05,Phone,4,577.54
6482,2705,2023-09-28,Headphones,7,157.99
8324,2989,2024-09-05,Headphones,2,470.99
7343,2443,2024-02-26,Laptop,9,276.36
9361,2763,2024-04-23,Phone,1,507.88
2635,2988,2024-08-24,Keyboard,4,436.77
9672,2902,2024-09-09,Laptop,6,893.84
2411,2299,2024-07-18,Keyboard,7,351.27
8211,2642,2024-01-05,Keyboard,8,778.56
8127,2062,2024-02-08,Laptop,4,785.18
6758,2544,2023-12-23,Keyboard,7,270.78
9075,2695,2024-08-20,Phone,10,672.06
8832,2403,2024-08-10,Laptop,8,519.95
9749,2716,2024-08-23,Monitor,8,464.51
9792,2288,2023-10-14,Laptop,4,564.16
5456,2450,2024-03-30,Phone,8,647.71
8758,2620,2024-07-13,Headphones,10,600.73
5250,2200,2024-05-31,Phone,1,481.18
2398,2540,2024-07-02,Headphones,8,400.81
6275,2273,2024-08-06,Keyboard,4,576.78
8654,2523,2024-03-15,Keyboard,2,2.54
9138,2546,2024-03-03,Keyboard,8,953.29
4967,2186,2024-01-09,Headphones,1,797.81
5411,2113,2024-07-23,Headphones,7,308.48
9448,2895,2024-08-27,Phone,8,487.29
4505,2154,2024-07-22,Keyboard,4,377.96
3297,2537,2024-06-01,Monitor,10,479.90
7314,2870,2024-04-25,Keyboard,7,60.83
4675,2853,2024-04-16,Monitor,8,913.73
6069,2944,2024-01-31,Mouse,2,91.87
9607,2017,2023-11-26,Phone,1,823.36
5053,2239,2024-09-18,Headphones,5,552.49
2871,2735,2024-08-10,Monitor,7,334.55
6289,2787,2023-12-15,Keyboard,2,467.29
9966,2331,2024-08-31,Laptop,10,825.44
6048,2458,2024-01-16,Monitor,6,399.22
5893,2733,2024-06-11,Phone,8,728.30
2392,2005,2024-07-28,Headphones,4,521.91
8472,2257,2024-06-11,Mouse,2,10.52
3566,2818,2024-04-14,Headphones,1,34.71
2601,2768,2024-01-16,Monitor,2,215.61
6944,2537,2024-03-22,Laptop,1,283.97
7143,2416,2023-11-20,Laptop,1,155.85
8936,2764,2024-05-05,Monitor,10,460.53
2706,2060,2024-07-08,Keyboard,3,100.69
6470,2934,2024-05-17,Mouse,2,578.89
3269,2952,2023-11-18,Laptop,3,724.66
1474,2297,2024-03-11,Laptop,10,96.67
8933,2356,2024-05-08,Headphones,7,860.57
4399,2290,2024-01-03,Headphones,10,382.63
7381,2762,2024-09-05,Mouse,3,753.83
7273,2871,2024-02-25,Keyboard,6,783.04
9185,2200,2024-05-31,Keyboard,7,70.84
4855,2171,2024-03-29,Keyboard,5,337.93
1943,2765,2024-09-05,Laptop,2,399.07
6287,2411,2024-04-19,Phone,2,538.45
3852,2767,2023-11-25,Keyboard,9,679.32
4508,2779,2024-01-08,Phone,5,739.55
9062,2535,2024-06-22,Phone,8,933.46
7028,2987,2024-03-13,Laptop,9,421.97
7697,2296,2024-09-13,Headphones,2,788.05
3097,2910,2024-08-08,Monitor,10,293.70
5744,2443,2024-05-22,Keyboard,2,492.92
6180,2046,2024-05-06,Laptop,6,829.35
1763,2356,2024-05-28,Phone,2,720.96
1273,2844,2024-04-02,Keyboard,3,605.60
5473,2796,2024-01-23,Laptop,6,375.84
9161,2320,2024-08-31,Mouse,6,621.11
7356,2192,2023-12-01,Mouse,3,599.56
6236,2052,2024-08-08,Laptop,3,872.97
1054,2484,2023-12-19,Monitor,1,618.18
2450,2720,2024-05-09,Headphones,8,480.22
8972,2792,2023-12-18,Phone,6,481.96
2805,2770,2024-05-16,Keyboard,4,534.55
2335,2238,2024-08-30,Monitor,2,142.89
2044,2078,2024-03-24,Laptop,3,414.20
9413,2816,2023-11-22,Laptop,10,630.61
7617,2597,2024-08-30,Keyboard,3,200.84
2396,2672,2024-08-02,Monitor,9,766.88
3419,2181,2023-12-11,Mouse,7,174.59
1543,2240,2024-05-25,Monitor,10,333.84
4281,2448,2024-07-03,Phone,4,412.16
1030,2139,2023-12-23,Laptop,5,194.12
7776,2668,2024-06-23,Phone,2,597.83
9351,2848,2024-07-25,Phone,9,585.62
5322,2778,2024-02-13,Headphones,4,492.93
5384,2506,2024-06-15,Headphones,2,336.80
9563,2269,2024-04-13,Monitor,6,639.22
3785,2364,2024-02-16,Laptop,7,974.75
2323,2018,2024-02-04,Mouse,4,522.22
5161,2847,2023-12-04,Phone,5,527.95
9137,2738,2023-09-25,Phone,10,537.68
9878,2455,2023-10-05,Monitor,7,195.97
6636,2702,2024-06-22,Laptop,1,216.42
1334,2690,2024-05-02,Phone,9,669.91
3005,2917,2023-12-19,Phone,10,321.15
7572,2559,2024-07-18,Laptop,2,233.83
7448,2818,2024-05-07,Laptop,1,754.81
3809,2417,2024-04-26,Headphones,5,553.58
9970,2003,2024-06-30,Laptop,9,838.74
1886,2422,2024-07-19,Phone,5,666.02
1886,2267,2024-05-02,Keyboard,1,342.39
2402,2421,2024-05-18,Headphones,4,75.74
9950,2833,2023-12-28,Headphones,6,862.30
8785,2911,2024-07-01,Phone,6,446.54
7423,2659,2023-10-23,Mouse,4,934.82
7728,2618,2024-01-08,Mouse,10,247.38
7412,2615,2024-05-28,Keyboard,10,75.55
5620,2806,2024-03-27,Laptop,3,303.17
3982,2405,2024-08-11,Keyboard,3,578.87
5123,2386,2024-02-10,Headphones,2,984.72
3118,2895,2024-03-27,Mouse,7,953.92
5849,2497,2023-11-08,Keyboard,4,773.15
3481,2650,2024-02-21,Phone,4,456.32
2249,2317,2023-10-09,Keyboard,7,94.91
7075,2585,2024-01-26,Headphones,1,156.39
9170,2651,2024-08-22,Headphones,3,890.43
8667,2203,2023-12-08,Headphones,10,185.17
7200,2669,2024-02-28,Headphones,9,728.27
8930,2638,2024-04-08,Headphones,5,275.54
7258,2871,2024-08-27,Laptop,4,317.68
1126,2733,2024-02-13,Mouse,9,416.87
2197,2730,2024-03-20,Monitor,7,432.10
3818,2056,2024-04-10,Laptop,6,918.91
2320,2921,2023-12-17,Phone,8,628.46
6789,2220,2024-04-09,Headphones,2,71.63
4478,2173,2024-05-28,Keyboard,3,758.16
2537,2473,2024-05-21,Laptop,8,323.28
9608,2925,2024-01-08,Monitor,4,119.54
5101,2078,2024-07-29,Laptop,2,200.54
7626,2136,2023-11-24,Phone,3,731.29
8098,2735,2024-03-07,Monitor,3,711.48
2436,2819,2024-01-18,Phone,10,289.69
2630,2317,2024-06-14,Laptop,3,493.67
4311,2653,2024-01-18,Headphones,5,828.54
1558,2887,2024-01-29,Mouse,1,238.67
8682,2170,2023-11-14,Laptop,8,712.18
8936,2480,2024-07-14,Keyboard,7,676.96
9163,2383,2024-05-13,Monitor,10,139.82
2901,2815,2024-06-09,Monitor,9,862.56
4396,2576,2023-12-09,Phone,1,860.44
6326,2502,2024-08-26,Keyboard,8,847.45
1199,2725,2024-06-05,Monitor,4,695.59
2067,2741,2024-01-09,Headphones,6,941.54
5516,2736,2023-11-15,Monitor,4,442.79
4132,2281,2024-06-07,Headphones,1,812.22
8982,2402,2024-06-05,Keyboard,9,818.95
5847,2453,2023-11-01,Phone,7,840.82
4439,2453,2024-06-24,Monitor,7,353.18
5734,2209,2024-03-04,Headphones,3,182.66
9199,2883,2024-08-26,Keyboard,9,496.59
2379,2214,2024-05-07,Headphones,5,908.40
1875,2961,2024-04-12,Headphones,4,962.71
8532,2430,2024-03-29,Laptop,5,216.04
2897,2785,2023-10-08,Keyboard,3,469.73
7379,2412,2024-02-05,Headphones,10,658.97
4021,2194,2023-10-09,Keyboard,2,341.47
4459,2852,2024-07-15,Monitor,3,323.83
4677,2564,2023-12-19,Monitor,7,685.75
3920,2816,2024-08-22,Keyboard,9,917.50
1297,2444,2023-11-29,Headphones,3,422.37
5911,2599,2024-01-29,Laptop,4,846.63
4928,2754,2024-03-04,Mouse,2,986.43
4858,2675,2023-11-13,Keyboard,6,764.77
9765,2246,2023-11-22,Laptop,5,102.12
6731,2691,2023-12-10,Keyboard,6,155.64
6999,2828,2023-12-30,Mouse,10,855.39
9340,2056,2024-07-05,Laptop,9,403.07
4828,2182,2023-12-13,Phone,8,407.38
7796,2000,2024-09-16,Phone,8,9.53
1558,2781,2023-10-31,Laptop,6,932.43
6538,2659,2024-02-19,Keyboard,8,105.65
7918,2343,2024-03-05,Headphones,3,490.43
1664,2266,2024-07-31,Mouse,2,527.24
8268,2628,2024-07-01,Monitor,2,822.34
4435,2663,2023-12-16,Monitor,9,778.65
7119,2191,2023-11-15,Monitor,10,67.89
2088,2798,2023-11-03,Headphones,3,538.43
2818,2981,2024-09-16,Mouse,3,183.95
7293,2582,2023-11-24,Laptop,2,898.75
4666,2574,2024-07-02,Laptop,3,614.44
9779,2970,2024-01-03,Headphones,9,179.99
9545,2072,2024-01-18,Laptop,5,745.91
6789,2379,2024-04-03,Headphones,9,926.61
5127,2375,2023-12-13,Phone,3,891.75
3136,2954,2023-12-08,Mouse,7,686.70
9067,2954,2024-03-26,Phone,7,936.98
3479,2199,2023-12-30,Keyboard,2,920.00
5711,2111,2024-08-15,Mouse,8,78.50
5097,2923,2024-02-21,Keyboard,1,639.33
6771,2629,2024-08-21,Mouse,3,258.24
5103,2259,2024-05-02,Laptop,9,496.15
6020,2811,2024-08-31,Headphones,10,536.43
3488,2888,2023-11-17,Monitor,7,269.56
6617,2598,2024-01-21,Mouse,9,713.34
5158,2448,2023-10-16,Headphones,2,976.23
1528,2327,2024-03-14,Keyboard,1,221.57
3403,2475,2024-07-04,Mouse,1,117.16
7112,2897,2024-02-08,Keyboard,9,858.93
3381,2571,2023-12-08,Headphones,2,393.66
9675,2252,2023-12-18,Keyboard,3,760.52
5092,2272,2024-05-14,Laptop,9,957.12
8338,2808,2023-11-12,Headphones,4,824.11
4993,2614,2024-06-15,Mouse,5,93.72
2627,2800,2024-05-31,Monitor,6,288.90
7836,2116,2023-09-26,Phone,6,566.92
3669,2028,2024-03-31,Mouse,10,902.88
2545,2329,2024-02-03,Phone,7,450.59
8696,2083,2024-06-20,Phone,4,611.17
5296,2711,2024-06-02,Monitor,1,845.88
4492,2078,2024-07-25,Headphones,6,235.03
9477,2013,2024-07-05,Keyboard,8,411.56
1843,2027,2024-01-19,Phone,8,849.23
3181,2308,2024-09-05,Mouse,8,474.05
6676,2293,2024-01-22,Laptop,5,351.30
8381,2004,2024-03-30,Phone,7,726.15
1748,2225,2024-01-07,Keyboard,7,792.95
8520,2522,2024-04-13,Laptop,6,991.48
9120,2296,2023-11-30,Phone,4,730.63
8067,2057,2024-08-02,Monitor,4,654.92
7500,2006,2023-10-09,Mouse,5,412.36
4102,2144,2023-11-30,Phone,4,525.24
5994,2676,2024-09-16,Laptop,1,971.19
5923,2479,2023-11-11,Laptop,3,796.70
4234,2090,2023-10-18,Laptop,4,276.04
9218,2190,2023-10-22,Monitor,1,637.13
3962,2473,2023-11-16,Headphones,7,15.79
4124,2645,2023-12-29,Headphones,9,233.01
6654,2904,2023-10-22,Laptop,8,259.51
5904,2593,2024-08-09,Monitor,10,32.56
2708,2184,2024-07-12,Monitor,7,856.15
8796,2477,2024-05-19,Keyboard,8,951.19
6954,2451,2024-09-08,Keyboard,3,275.68
6085,2777,2024-03-27,Keyboard,5,691.93
4708,2106,2024-02-28,Laptop,7,951.15
1092,2362,2024-04-24,Laptop,5,962.36
3165,2200,2024-01-14,Monitor,8,659.17
1671,2232,2024-07-30,Mouse,6,845.08
8471,2535,2023-11-08,Phone,4,577.65
8533,2099,2024-09-09,Monitor,5,566.88
2626,2686,2024-04-12,Headphones,1,506.85
6143,2245,2024-06-25,Headphones,5,822.79
7978,2177,2024-05-01,Headphones,1,728.92
1057,2909,2024-03-11,Laptop,8,831.85
5890,2984,2023-10-06,Headphones,6,762.38
9124,2256,2024-01-28,Keyboard,9,580.86
3080,2296,2024-03-16,Keyboard,5,230.89
4536,2116,2024-07-25,Laptop,8,418.64
3561,2220,2024-06-20,Laptop,6,665.81
1843,2084,2024-02-19,Headphones,6,783.02
7383,2333,2024-07-20,Phone,8,711.25
8531,2279,2024-01-02,Laptop,8,439.46
2625,2586,2024-05-10,Headphones,8,786.20
6869,2568,2024-06-08,Phone,5,635.08
2131,2954,2023-12-01,Laptop,8,52.38
6666,2053,2024-01-02,Laptop,1,9.58
6609,2049,2023-09-30,Keyboard,8,298.86
7489,2585,2024-08-06,Monitor,5,979.86
3989,2637,2024-03-07,Headphones,2,976.22
3858,2346,2023-11-03,Headphones,9,295.74
6669,2858,2024-01-04,Laptop,5,340.94
2427,2662,2024-05-26,Keyboard,3,231.24
5861,2593,2023-10-06,Keyboard,7,818.77
2431,2215,2023-10-05,Mouse,4,648.94
2134,2135,2023-10-11,Mouse,5,872.29
2411,2533,2024-04-20,Phone,1,228.89
4014,2462,2024-06-04,Phone,8,155.09
2505,2665,2024-08-09,Laptop,7,955.72
2486,2601,2024-02-08,Monitor,1,414.45
2449,2346,2023-12-08,Phone,8,256.28
3093,2946,2024-05-13,Laptop,1,259.03
1189,2696,2023-10-27,Keyboard,6,193.12
7692,2761,2024-06-09,Phone,9,705.92
7596,2932,2024-05-23,Phone,3,216.85
2839,2015,2023-12-30,Monitor,2,144.34
1026,2337,2024-07-17,Keyboard,2,477.41
9100,2916,2024-05-09,Keyboard,6,624.78
8819,2596,2024-02-01,Headphones,1,661.15
7525,2915,2024-05-22,Mouse,8,153.59
3828,2684,2023-10-12,Phone,2,944.81
6311,2426,2024-05-21,Headphones,1,78.33
5371,2286,2024-01-03,Laptop,5,156.17
4480,2227,2023-09-20,Monitor,2,774.46
6176,2461,2024-03-25,Phone,1,901.90
8893,2197,2023-12-13,Keyboard,8,162.93
5680,2463,2024-05-04,Phone,2,267.50
4061,2553,2024-07-27,Monitor,5,510.34
5129,2323,2024-01-31,Phone,10,435.82
7559,2522,2024-08-17,Mouse,1,930.46
7791,2977,2024-05-19,Monitor,2,942.77
6118,2025,2024-08-24,Laptop,1,206.92
2283,2419,2024-06-11,Headphones,1,98.99
6261,2971,2024-04-09,Keyboard,1,741.74
1489,2010,2023-10-20,Monitor,7,837.29
3557,2145,2024-08-12,Mouse,6,142.05
6258,2656,2023-12-26,Phone,1,984.63
5423,2298,2023-11-02,Monitor,4,318.05
8239,2476,2024-04-06,Mouse,7,631.84
6800,2692,2023-10-26,Monitor,7,430.68
9017,2830,2024-03-26,Phone,1,387.17
5106,2647,2024-09-02,Mouse,3,927.65
6472,2003,2023-09-24,Phone,6,286.83
4340,2259,2024-04-19,Keyboard,2,303.91
4610,2773,2024-03-30,Phone,7,347.44
6151,2535,2024-07-20,Keyboard,10,246.59
9734,2735,2023-10-01,Mouse,9,800.80
7025,2173,2024-05-25,Phone,6,701.52
2480,2521,2024-07-31,Headphones,7,645.60
3543,2253,2023-10-16,Headphones,4,863.24
6312,2860,2024-03-14,Phone,3,185.02
6811,2041,2024-01-11,Headphones,8,60.10
